pca_01,pca_02,pca_03,pca_04,pca_05,pca_06,pca_07,pca_08,pca_09,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,class
0.8073538576389854,-0.3406121321209992,0.13728406895267997,0.18673530579080114,0.00692507286460646,-0.12130740642203353,-0.04583710797533107,0.02739127079693443,-0.04474935629869581,-0.004413404725403192,-0.004629987286336679,0.005305391870135345,0.00042869318377514176,-2.9841256206530886e-05,-0.00019548201185770608,-4.783085617532379e-05,SEKER
0.7561216929112281,-0.11337187007067781,0.13009457084794626,0.5404415509735796,0.16839241591092463,0.010403147813326824,-0.2093542308622493,0.07789022619039887,-0.04510870278501944,0.014860295085859399,-0.01248015558007154,0.005380225336881317,-0.0023042981052814326,0.0002239368184966395,0.00019740204120566318,-0.00024089884546185658,SEKER
0.8276186822935814,-0.3246772748215037,0.019648182306142382,0.16866716485233518,0.05626590678478209,-0.08072951509022722,-0.09603651693235862,0.008060069510647028,-0.04073014456046864,-0.004484817122784479,-0.0026021008252570255,0.00477435113932323,-0.00016124124572236553,9.9999098603476e-05,-0.00022829563904380734,-4.213181096446306e-05,SEKER
0.5059296986371344,-0.03562759062532801,0.15653235575205476,0.8524737828660958,0.04331081092381174,-0.05889728650078867,0.13432768233565745,0.07774590611386473,-0.02848725159088117,0.0027849793489955754,-0.004294749991464286,0.004098270796824899,-0.0013263276139992008,-0.00025335744486820744,0.0002974561082673688,-0.00010295542554317194,SEKER
0.9100915243468841,-0.12792249820455334,0.1297550191921942,0.1585670829836578,-0.03265727295898462,-0.09091102059716372,-0.12306788520484582,0.1561694638406872,-0.03378818053992827,0.029719962841939562,-0.018529763951352862,0.001524546607035937,0.0007841101453018862,-0.0001839094004241204,0.0008172014840646113,-0.00040737357340958624,SEKER
0.8673909491908011,-0.23855578234942376,0.07697255803965729,0.20320575533534124,0.07616947490104381,-0.053687008200825254,-0.12806972782722303,0.03427371613316471,-0.0388263047386701,-8.251940663250856e-05,-0.0038449179887072304,0.004446585274489934,-0.0005356690941882292,0.00012108809876121285,-0.00026171411990461024,-7.912322032410657e-05,SEKER
0.6200582722680228,-0.07917420291320006,0.23744156823408705,0.609648227628905,0.32036241138732263,0.07918937039299642,-0.24821342091104875,0.011234309914604779,-0.03694249050253062,0.004202617796537633,-0.004482917515698404,0.004606482412633284,-0.002520073408150303,0.0003012845224512617,-0.0002071660100622097,-6.966214144910055e-05,SEKER
0.8804929752512043,-0.2322460109871582,0.10820399474908657,0.17597758985405834,-0.039883314356503836,-0.09569768841727963,-0.03630200229977678,0.060710935052434856,-0.03578272860810161,0.0007009569686844408,-0.004426897118502637,0.00375054294452859,0.0006439508463302879,-0.00011454177737402205,-0.00013216815103334056,-9.688888324177469e-05,SEKER
0.8706519123355039,-0.22721261090510186,0.11532729784870432,0.23322834834957742,0.05330397293228619,-0.08867523561803595,-0.048606818608142185,0.05642915446825125,-0.036159893598423976,0.0006927876764584173,-0.003986707303377912,0.003959540795436922,-9.512553316159966e-06,-3.46126280792447e-05,-0.0002105364127054088,-7.625511889131076e-05,SEKER
0.8751112556787312,-0.265213213945369,-0.032002188438420155,0.043664925906183934,-0.0244150364397372,-0.10242212765817701,-0.04136584063854663,0.03127681827823825,-0.032455247105284135,-0.003008037314439882,-0.0018350088658216634,0.0031907500568708613,0.0010281275771226728,-8.50835874217637e-05,-0.000210145690495267,-5.15964168457117e-05,SEKER
0.8702510295142475,-0.2087235209340998,0.12761809042777217,0.24385849524279146,0.10178532795545363,-0.07263987101710401,-0.08190815687119321,0.056132367120715954,-0.035852333341066966,0.0020060620697943676,-0.004245700683677356,0.003923717674027216,-0.00042044924298823005,3.721573928849864e-05,-0.00025328992378348403,-7.724536667552684e-05,SEKER
0.8990329837443506,-0.14893242864956746,0.06326422064661426,0.2796661024184589,0.02382057372488088,-0.07458391252324692,-0.07223086944386509,0.09861550257745516,-0.03346171667093456,0.010243402432851045,-0.008387090197769176,0.0031336618819608475,-3.038489381967935e-05,-6.865854668092197e-05,2.6099043719085557e-05,-0.00016399092782393154,SEKER
0.8780787402457848,-0.2004935217239236,0.18143379844835192,0.20215540784443445,-0.07551592889581166,-0.03043004624735715,-0.1111056286081093,0.05130285354705977,-0.03416111032058078,0.002506921468348189,-0.0043655134779205795,0.003700690803628781,-0.00011876761232132438,1.3013094438463213e-05,-3.920662742373793e-05,-0.0001343836395761855,SEKER
0.8813927412656236,-0.19602913483892082,-0.08251924365222113,0.2672038542867894,-0.024910783154396054,-0.03282376737765316,-0.08967026821680714,0.03699871894450085,-0.03288072803778652,-0.00012857316065462143,-0.0027676538672514184,0.0037143623183366614,-0.00025372468091644507,2.741123353899866e-05,-9.619170779728847e-05,-9.988135132488196e-05,SEKER
0.9042272778672292,-0.16929613978341074,0.0658424028254179,0.19084229315601473,0.05116202452995411,-0.054431383516891085,-0.12805081291490292,0.07175372206473507,-0.03423727452737069,0.006717466385794735,-0.006460338915491803,0.0033758981097049556,-0.00025558016625737423,5.003110705903424e-05,-0.00016019363228281236,-0.00012763985044017545,SEKER
0.8912219805366846,-0.19282809178562615,0.16143907716228018,0.1736673242951676,0.02035789964500152,-0.0953941966428678,-0.05121796098233997,0.07992031916271142,-0.03342364900792494,0.004796792458670485,-0.0057129560236584,0.0032246385916154807,0.00038513653270300097,-8.934495250390029e-05,-0.0001572890089605039,-0.00010574333742141562,SEKER
0.8729952448591464,-0.20501794311475158,0.07124671698679008,0.2859717635249651,0.06749178066614867,-0.05709436691193928,-0.07193397638417574,0.04886741577836412,-0.03420511469789789,0.0008300352887808948,-0.0032458014521177248,0.0038391695429211836,-0.00046468626940443514,2.5534022350726104e-05,-0.00018863316007511344,-8.024023595964991e-05,SEKER
0.8756275632625994,-0.2182099154852818,0.16724578338752633,0.18677922580763012,0.05620937351598856,-0.09313613918660577,-0.044173997733595226,0.06075518591928564,-0.033734017202610156,0.0012661748717970323,-0.003710562201954204,0.0035045297769755734,0.00014204244738724725,-5.10259766333121e-05,-0.00023191862262805785,-7.154285091814927e-05,SEKER
0.9034062020579994,-0.17798183666020007,0.12430640493916718,0.157287575126671,0.031092769883965792,-0.08017090815126152,-0.08847363428838678,0.08072302711929563,-0.0331990014198309,0.006585647411929463,-0.006441837511018456,0.00310332600211094,0.00020181564417520725,-3.5281430739608766e-05,-0.00015451312046721455,-0.00012042808963741436,SEKER
0.8938713863611122,-0.22638509856833566,0.04622313394267945,-0.002612818006850301,-0.03509051895101339,-0.09522129979650301,-0.0653507408026384,0.04616785224277875,-0.030958287097945014,-0.0005365895768565387,-0.0027858330121519614,0.002838142731148352,0.0010770592898914355,-8.343518738929134e-05,-0.00023830650336620351,-6.701441684242582e-05,SEKER
0.8631596606297721,-0.2518278981510206,0.04746137603007249,-0.07474475390724093,-0.147269181135987,-0.05849099517297757,-0.09421476388784836,0.01742508547535676,-0.029075129296244784,-0.0027158415764509947,-0.001251140992726718,0.0026574593545545255,0.0012111907775227415,-5.315428792496135e-05,-0.00011323564678633602,-8.512313901576363e-05,SEKER
0.9116601075979942,-0.16964930064422348,0.11350496497152884,0.07870236375790672,-0.07241546295636676,-0.05380663402337854,-0.12017036842349424,0.07193439279308139,-0.03113356763706432,0.006246255688931113,-0.006051979846729338,0.0027755752196032546,0.0005103553792686899,-3.306634228117389e-05,-6.560412273515226e-05,-0.0001409693430076686,SEKER
0.5419032296195085,-0.05690726164829418,0.28824765517467854,0.7492745067543718,0.2669803277964757,0.01789925982143284,-0.041555451576118514,0.030718290342212184,-0.028329936382521348,0.0011988553932000823,-0.0017367379026476115,0.003743277015545665,-0.001917682520884867,4.456050634527031e-05,-6.013098589185972e-05,-4.0746070304464865e-05,SEKER
0.5727777589717926,-0.4684950938250429,0.13575827751652644,0.2948566071983323,0.33864954156365823,-0.06577355008667157,0.020992239579497064,-0.04700435784231133,-0.026906659035395908,-0.004356690396984275,0.0033324398407343914,0.002868537621620426,-0.0011246699258093962,0.00010609756814616844,-4.57059298391016e-05,4.035391906853647e-05,SEKER
-0.034303383217131694,-0.469765513635743,0.3843878041693155,0.17222116577322527,-0.5612703566376785,0.19488046341459436,-0.0962367765649523,-0.09146930080925927,-0.008993916809826918,0.002411829774365354,0.0020802692952230917,0.0008422152987406228,-0.000535774705818115,5.159650119779258e-05,0.00021267088750764884,-0.00012924286434246035,SEKER
0.9048189266676774,-0.11561699977010693,0.14080599535639796,0.24649080082235023,0.03521524955675828,-0.047599117643758154,-0.134119083618905,0.11624640747960929,-0.03041358945230166,0.01837754371065259,-0.01145776800551701,0.0021876124407214093,-0.00033103009949897455,-1.2306185803723224e-05,0.0002498653884686064,-0.00023600170734283665,SEKER
0.8580737393209159,-0.1582338461136269,0.10795114634801824,0.33606760216511744,0.15364921860339897,-0.017939244811698785,-0.1374652978350973,0.04921435231411486,-0.03302730667665155,0.003826334129928055,-0.0039649200831783915,0.003668403311139379,-0.0011967040674618623,0.00014413537482749206,-0.00023074576386150625,-8.71283531225231e-05,SEKER
0.8924517652806553,-0.23336726610411318,0.028231295946358783,0.00624180334032183,-0.03944044450885122,-0.07426475811502914,-0.07411409879199021,0.03172589581976726,-0.029270581792095296,-0.0017758003987133897,-0.0014527613854484756,0.0027597667205361276,0.0007893564782006646,-4.234378739731426e-05,-0.00020803964321913782,-6.359359269225706e-05,SEKER
0.843299496561495,-0.24058853506768949,0.05978520967427856,0.3145999400278548,0.11087845970025317,-0.07523280426703324,-0.0015303082010117985,0.031782117962369016,-0.03070255056894866,-0.002831807760358851,-0.0003551473198095678,0.0034967983685003645,-0.0003802422922576376,-2.8187690047865033e-05,-0.00018824618134516413,-3.780603154268647e-05,SEKER
0.8361017885248672,-0.2855995920781342,-0.022762241968671965,-0.160127106265008,-0.027201626996187205,-0.08628358179607801,-0.07366257344275541,0.0005411011634664509,-0.02618918442184892,-0.00420894672139549,0.0005069710765734925,0.002141670351899272,0.0012157339736906247,-2.5082317851143898e-05,-0.00019811882640397016,-3.432189252805529e-05,SEKER
0.8985195301210197,-0.13502728821090554,0.13700955787825686,0.2720312610493945,-0.018832006541660506,-0.024565708671317354,-0.12304686613439281,0.08363188121505355,-0.03082856644085319,0.009681497604008715,-0.007166882914537709,0.0029461555398730965,-0.00042637301756265344,1.581429193286965e-05,7.298658139021086e-05,-0.00016847130493857776,SEKER
0.7272552235573434,-0.2292402702039945,0.0925392725057541,0.45094889255752135,0.3228632587440476,-0.025818562635926384,-0.06284801516284186,-0.004491692060752284,-0.030809251364397383,-0.0038455169879270112,0.0012624845437549936,0.003784994587129553,-0.0016400549981194779,0.00015980048247499212,-0.00026538138867948646,2.7035459453372823e-06,SEKER
0.7856413993983632,-0.2889388526699536,-0.05668489224140039,0.34540688318059715,0.19249959460322702,-0.04184839444538502,-0.029160000595829107,-0.008932143797814596,-0.029477042736174797,-0.0047024665801056464,0.001715298367549245,0.0034352813802440707,-0.000930514997565357,8.227840137120523e-05,-0.00014986696327312643,-1.6460959784581064e-05,SEKER
0.9175542575422261,-0.17635942941447558,0.051244976379818646,0.05139581806433485,-0.05918843834862331,-0.0753396336340233,-0.08064457035717018,0.06739851388801604,-0.028860854899093624,0.003665582668505696,-0.004458269950242233,0.002488294426241211,0.0008446236348038649,-8.659835283886252e-05,-0.0001464829195860773,-0.00010187284688356613,SEKER
0.9225640561827871,-0.1515833976172482,0.10054129745137204,0.06889079874514424,-0.03415196209362578,-0.08371641578054778,-0.08724476466563678,0.09399215830423463,-0.02855527266661695,0.009368640233635928,-0.00729279830429963,0.002097540988187596,0.0008095583600673528,-0.00010727251876119226,-5.867915285406866e-05,-0.00013963932801885903,SEKER
0.9257797227789938,-0.14038354601335545,0.09471342262657846,0.0748198495188346,-0.03728070819956365,-0.07628419559549282,-0.10292038762615469,0.1002675933601,-0.028290232797400616,0.011723896614817875,-0.008381520197668912,0.0019386762007842506,0.0007254454793432785,-9.584197497058966e-05,1.3115166105137632e-05,-0.0001632372443154395,SEKER
0.8883919308597732,-0.09186127918630224,0.07212767370373686,0.37242971040553363,0.022485367016838675,-0.02143842896381007,-0.11940868881711925,0.10679327924246634,-0.028998129808814443,0.01583693098376182,-0.00982320322864716,0.0024430827619124074,-0.000698380815827182,1.625350644296475e-06,0.0002750431911699991,-0.00021537611052480088,SEKER
0.8869370118337008,-0.11641228820347235,0.20414510714558776,0.2854891553344921,0.010062779536901972,-0.018627065719930586,-0.14062304946037033,0.09608032854932524,-0.029817394699753752,0.013766946703357652,-0.00884092754039223,0.0025848792257425757,-0.0006303684474491256,3.220923591928937e-05,0.0001650223122027228,-0.00019645146716129602,SEKER
0.7313436671812914,-0.4373981385159832,-0.16209071711261996,0.0683693772861046,-0.06401441365701042,-0.008276163584847618,-0.04270879391292374,-0.04777370696110217,-0.02400901219133944,-0.003937996037920222,0.002672218985966701,0.0022082450601255132,0.0001475517908613444,3.7088054098077805e-05,8.630319720559498e-05,-5.650571953452754e-05,SEKER
0.8558383598768737,-0.28324607445184835,0.024154952087026817,-0.07868417235304864,-0.06977530740760249,-0.07833824843701068,-0.04665841163247706,0.008551050423332873,-0.026142157380163233,-0.004017015602479912,0.0005057458113455482,0.0022708291504214273,0.0011181365204695481,-7.29882919889846e-05,-0.00013525661319135907,-4.981573111706439e-05,SEKER
